date;user;v;a;tweet
03.06.19 08:24;BartlettChrisJ;5.12;4.77;The current UK government is completely incompetent. They seem utterly clueless about basic diplomacy, international relations, negotiating generally and international trade. It's embarrassing and damaging, we look like a nation of complete idiots. #Brexit https://t.co/eiN7fWbaxJ
03.06.19 08:24;standsey;6.56;5.99;RT @AsaWinstanley: Reminder: It was Margaret Hodge that launched the 2016 failed coup against Jeremy Corbyn. No surprise to see her continuing her lying campaign against the party: https://t.co/rH9eeQmrek
03.06.19 08:24;Alba40;5.89;4.56;RT @Bakehouse2016: With anti-Semitism in the Labour party, Islamophobia in the Tory party and #Brexit significantly brought about by xenophobia, the question that needs most urgently to be asked is why Britain has become so prejudiced. What has changed our attitudes since 2012 Olympics? #Newsnight
03.06.19 08:24;ChrisMPaton;6.11;3.85;RT @joannaccherry: Odd that #FailingGrayling now so adamant that this contract was awarded urgently after a collective U.K. Govt decision last autumn to secure supply of medicines but Govt Minister seemed unaware of this when I questioned him on 9 January....#ferrygate #Brexit https://t.co/xN4HU0om7O
03.06.19 08:24;helenrcaton;6.20;5.09;RT @Channel4News: Millionaire Brexit backer Aaron Banks eagerly pursued a multibillion-pound gold deal brought to him by a Russian oligarch with links to the Kremlin just months before the EU referendum, Channel 4 News can reveal. #TheBanksFiles https://t.co/lNG0daj8uQ
03.06.19 08:24;JamieWoodhouse;6.27;4.44;"RT @JamieWoodhouse: Thanks @Otto_English. Let's learn the painful lessons of #Brexit without actually going through with it. List of ""to do's"": Proportional Representation, elected House of Lords, formalised secular constitution, reformed electoral law, citizenship education... @MakeVotesMatter https://t.co/Up0w5g6jIh"
03.06.19 08:24;Safe3Dbarbell;6.62;4.79;@Jacob_Rees_Mogg And potentially ruin established business' here with cheap imports from their competitors. #WTOBrexit and #NoDeal is #NoDealNoProblem. #noDealSurvival is the only #Brexit as it encourages innovation and invention which creates
03.06.19 08:24;Alrob67;5.62;4.64;RT @simplysimontfa: Ex-MI6 chief says no-deal Brexit far better than Theresa May's offering  https://t.co/iMFOOq7wFW via @Telegraph
03.06.19 08:24;RosHolland;6.29;4.32;RT @JamesHarrisNow: To mark 29 days to Brexit I have decided to post a picture of 28 European cakes, one for each EU member state. First up from my beloved Germany, the engine room of European cakery, the famous 'Schwarzwäldertorte' or 'Black Forest Gateaux'. #28CakesLater #Brexit https://t.co/XsDSYB423t
03.06.19 08:24;HouseholdEstate;5.76;4.77;#PROPERTY NEWS: Property investors from around the world buying in the UK despite Brexit https://t.co/YrhjqdYfQ0 #Dunstable https://t.co/WSCTTRNZc9
03.06.19 08:24;PAbarristers;6.37;3.29;Workers' rights: MPs promised vote on changes after Brexit https://t.co/YMCNfSXWCA
03.06.19 08:24;UK999ers;5.60;4.10;@BBCBreakfast is dull and dreary compared to upbeat @GMB. Do you want to hear about #Brexit & #Tariffs or #Neverland, #CelebrityApprentice, #Plastic Surgery etc, and generally walk out of your home to work in good mood? @susannarei
03.06.19 08:24;lmsympson;6.67;4.51;"RT @TheNewEuropean: “If this is all the prime minister has to offer to trade unions and working people to protect their rights after Brexit, then she may as well not have bothered.""https://t.co/kR832KuqFA"
03.06.19 08:24;markjhooper;4.90;4.71;RT @mikeparkerwales: The Welsh response to TMay’s £1.6bn Brexit bribe should be unambiguous condemnation of its squalid cynicism, and clearly pointing out that it will only push us all further down the road to disaster. Instead, a chorus of “it’s not fair! Where’s OUR share of the blood money?” 🙄
03.06.19 08:24;charlesross;4.84;4.71;"RT @nhs_together: The Royal college of Radiologists confirms the government is putting cancer patient's lives at risk as ""there will inevitably be delays to cancer treatment as a result of the Brexit process"" https://t.co/Y2MP0oAphW"
03.06.19 08:24;morrice_jane;5.20;4.14;RT @david_gavaghan: Bombardier warns Northern Ireland’s DUP on no-deal Brexit - no one in Northern Ireland should ignore the dire position we face with a no-deal Brexit https://t.co/9yPHBv1DXf via @FT
03.06.19 08:24;egracieb;6.67;4.18;RT @BootstrapCook: I'm SO EXCITED to finally be able to share the COVER for #TinCanCook, and so aptly in this Month Of Brexit... (That tin is not photoshopped in, by the way, I'm just a championtosser). 75 recipes, all from tins, for a fiver. Go on 👍 https://t.co/SpqPSik1Ku https://t.co/9UF5EyTofR
03.06.19 08:24;ALP258;6.34;4.43;RT @cliodiaspora: Here’s a change you genuinely could achieve @theresa_may: ask @eucopresident to agree to changing the Commission’s mandate so they can ring-fence citizens’ rights. How about you do the right thing for once? https://t.co/JjZENbwvzj
03.06.19 08:24;SWAMPLABRAT;5.88;4.76;"RT @boobygraffoe: Prime Minister Theresa May spoke of a ""sense of people coming together"" over Brexit & also how she was ""whacked to the tits on Crystal Meth"" https://t.co/RdYsH5FkUv"
03.06.19 08:24;bluewendysday;6.15;3.98;RT @_Britain4Europe: There are now over 150 coaches (and an entire train) going to London for the #PutItToThePeople march on March 23rd, with more being added every day. Find out if one is travelling from your area, and join us as we demand a #PeoplesVote on #Brexit, at https://t.co/oMhs3WLeHQ https://t.co/l47a0uPOsa
03.06.19 08:24;richardjbellamy;4.11;4.73;RT @Penyrheolgerrig: Yet more Brexit bad news over cancer test delays. This time we should accuse Brexit supporters and faragists of manslaughter and murder. It's criminal what's happening and only a #PeoplesVote can put it right. https://t.co/VokPSPB6sJ
03.06.19 08:24;vatfraud;6.00;4.54;RT @Richard_Asquith: “Suboptimal” HMRC - only 1 in 5 businesses ready for no-deal Brexit customs. My comments in The Times on increase to £1.5bn e-commerce losses https://t.co/vKXnRWb7Rp
03.06.19 08:24;SusannaReece;6.95;4.14;RT @HackedOffHugh: Fascinating. From an expert. “Theresa May 'did not understand EU when she triggered Brexit' “ https://t.co/boqdJVdyWo
03.06.19 08:24;leo14754;5.89;4.55;RT @DeborahMeaden: So @BMW and @ToyotaUK join the ranks of the Car Makers warning of leaving the UK in event of no deal Brexit. Scaremongerers eh🙄 those saying they want a no deal need to bethe ones to tell the workers they are losing their job.
03.06.19 08:25;A50Challenge;6.08;4.61;RT @authoress41: You might love Corbyn. Most of us don't mainly because he loves Brexit. You're going to have to choose. The other choice you have to make is whether you continue to stay silent onthe law breaking and dark money surrounding the Ref campaign. Is corruption suddenly OK for you? https://t.co/AkVMTXbpcc
03.06.19 08:25;The_ChrisShaw;5.68;5.50;RT @AviationVincent: Sorry, you have tried to access a Brexit that isn't available. Options: Check the Brexit and try again. Go back to the Brexit you fantasied. Go to EU membership.
03.06.19 08:25;m1lem;6.02;4.66;@Doozy_45 Nothing to do with #Brexit ! It’s because there hardly been any snow ⛄️ m this country this year !
03.06.19 08:25;ianw2000uk;5.64;4.53;Food fight: doubts grow over post-Brexit standards https://t.co/06aY0tIKle
03.06.19 08:25;GavinWade69;5.33;4.32;RT @SirBrianClough1: Isn't it amazing just how UNLUCKY the UK has become since 23rd June 2016: Ford Honda Jaguar Airbus HSBC Panasonic Toshiba Hitachi P&O Sony Lloyds Barclays AXA UBS EBA Unilever Dyson JP Morgan MoneyGram Obviously NOTHING AT ALL to do with #Brexit! Just how UNLUCKY can you get?!
03.06.19 08:25;BobBalu5;5.95;4.04;RT @thehugheslady: So the ghastly Mail is informing it's readers that there will be no avocados after Brexit. Avocados are NOT grown in any EU country. They come from Israel South America etc more disinformation #Brexit
03.06.19 08:25;Outside02918443;6.70;4.05;Brexit-supporting minister George Eustace rejects US agriculture food standards in connection with projected free trade deal https://t.co/B22rYRzeBJ
03.06.19 08:25;FirehorseP;5.87;4.26;RT @Brexit: Was Iain Duncan Smith right? While polls paint a mixed picture, most show that Remain vs Leave is still tight, and support for a no-deal Brexit is low. A YouGov survey in January putsupport for no-deal at 28%, a result that's in line with other surveys https://t.co/piYRvjT14W
03.06.19 08:25;mylesie;2.38;5.88;RT @brendanbelfast: I mean, who doesn’t love Brexit? https://t.co/CxcIqTnCQT
03.06.19 08:25;macdonaldrtr;5.03;4.50;May's top lawyer struggles for Brexit deal in Brussels https://t.co/XccVNYFD56
03.06.19 08:25;carolinepitcher;6.18;4.46;RT @Crondall4Europe: Ladies & gentlemen of NE Hampshire - if this story troubles you, remember at the next election that your representative in Parliament is @TeamRanil is a card carrying member of the ERG who thinks a that a No Deal Brexit is fine and dandy. https://t.co/RDPYYyONLy
03.06.19 08:25;Louise_Rowntree;6.03;4.35;@AdrianGahan And yet the EU, as a market 7x bigger (and more powerful) than the UK, was able to just say 'no' to the USA agriculture. Britain is so much stronger in the EU. It's not too late to put Brexit on hold & #RevokeArticle50
03.06.19 08:25;SteveMortlock;4.42;5.09;@Femi_Sorry And the irony is that London and especially the City don’t want Brexit
03.06.19 08:25;Roger_Da_Costa;5.77;4.34;RT @Roger_Da_Costa: Now the political class are trying to do the same with Brexit. #BBCQT https://t.co/H6afTNN4HO
03.06.19 08:25;geraintx86;5.82;4.48;"RT @SiobhanFenton: Northern Ireland's chief civil servant has written to political parties to warn that a no-deal Brexit could have a ""profound and long-lasting impact"" on society in the regionhttps://t.co/sJUiXkDRM0"
03.06.19 08:25;Fadiax;5.51;4.45;RT @chakrabortty: In an era of brutal cuts, one ordinary place has the imagination to fight back. My column - and a remarkable story of how a city is trying to build socialism in Brexit Britain.https://t.co/q0YZAW7JAW
03.06.19 08:25;HelalUAbbas;5.80;4.29;Our key public services are already experiencing shortages of staff, wether care workers or nurses. Post Brexit it will be far worse. https://t.co/EonsuXpvTV
03.06.19 08:25;Pat__Turner;5.58;5.27;"RT @DmitryOpines: Everyone chill out until we learn if any tariff over 5% is being cut. There are thousands of tariff lines, but only a tiny fraction (~9% of the non-ag tariffs by import value) exceed 10%. You could get to ""90%"" without seriously cutting anything. https://t.co/C0TPzQO2LA"
03.06.19 08:25;KforwardU;6.42;4.34;RT @EdConwaySky: Here's our exclusive story. UK planning unprecedented unilateral cuts to trade tariffs and duties in the event of a no deal Brexit: https://t.co/rrwToB1HHQ
03.06.19 08:25;SusanSt51;5.04;4.16;RT @Rachel5742: Can we dismiss this Govt & their invalidated #Brexit based on Lies Illegalities Lost Mandates Disenfranchisement Rights Removed w/o Consent The Non-Binding wills of just 37% Voters 26.5% of the Ppl? #RevokeA50 #StopBrexit & #Remain in Control in the EU with our Best Possible Deal https://t.co/BqSgEjsvLg
03.06.19 08:25;NeilWoodcock29;6.07;4.74;RT @ByDonkeys: Brexit is a hard right project conceived and delivered by hard right ideologues designed to deliver hard right policy outcomes. Labour MPs should not be enabling it. (billboard location: Doncaster) https://t.co/Tu8Z52ia74
03.06.19 08:25;touristory;5.32;4.82;"Nicola Sturgeon: ""Pressing ahead with Brexit, knowing we are heading for disaster, makes no sense at all. Whatever most people voted for, it certainly wasn't where we find ourselves now."" as Scottish and Welsh parliaments pass joint motion https://t.co/Y6y53BBjsy"
03.06.19 08:25;ShaunGDavey;5.60;4.27;“The truth is out about Brexit – but there is a narrow road back to sanity” - Andrew Graham, The Guardian - Write to your MP TODAY and ask them to vote against Mrs May’s disastrous deal:https://t.co/dUggiymCB1 https://t.co/VxZAZNGY6Y #StopBrexit #PeoplesVote
03.06.19 08:25;lizzjones18;6.03;3.46;RT @NHSforPV: What the heck is he on about?! Where did he get this information! Where is the evidence Ian Duncan Smith? WE WANT A PEOPLE'S VOTE! #PeoplesVote #PutItToThePeoplehttps://t.co/YdVdmf3FIU
03.06.19 08:25;SWAMPLABRAT;4.81;5.12;RT @Wblow3r: DRUG SCANDAL: Top MP forced to resign after being 'caught with crystal meth' https://t.co/n0VANbTCAq EUROPE!! #brexit
03.06.19 08:25;nickkruger100;4.87;4.44;@ultrasounddoc @SteveBakerHW Perhaps ... but I'm saying the EU won't extend. I suspect they not interested - for good reasons of their own From EU point of view, they really don't want Brexit continuing after the elections. They want either
03.06.19 08:25;uk_citizen;5.20;4.23;@BBCr4today Breaking #FakeNews – North Korea reject a post Brexit trade deal on the basis that it would not be in their interest trading with a country worse off than them
03.06.19 08:25;BEEnnis;5.86;4.61;"RT @socksknitter: ""We already are global Britain. Leaving will merely reduce our negotiating power, renege up to two-thirds of our trade and takes sovereignty away from our own parliament."" https://t.co/aZuMUUvWaf via @politics_co_uk"
03.06.19 08:25;BernardWalsh1;6.14;3.89;RT @damocrat: I used to think that Brexiter politicians were just liars. Now I’m starting to think they may have serious mental health issues. https://t.co/Wo6E1WUOTb
03.06.19 08:25;PeterRussell02;6.16;4.55;RT @boblister_poole: Former MI6 chief blasts PM's Brexit deal as 'disastrous' https://t.co/h508r3xsMs
03.06.19 08:25;RupaHuq;5.77;4.14;RT @Manuel_TSSA: Just like a leopard doesn't change its spots, the Tories will never support working people as it ain't part of their DNA. No Labour MP should fall for May's meaningless #Brexit workers rights nonsense! https://t.co/7AJ9mTtVgm
03.06.19 08:25;BaldLong;6.62;4.49;@theresa_may called out ! On #policing #uk May lying is what she does ! And all theses cuts to public services so where did you think she’s getting the £39 billion give away to the #EU #brexit #knifecrime @sajidjavid @Jacob_Rees_Mogg @Ella_
03.06.19 08:25;TR_Ireland;5.48;4.73;“Continue to plan for a worst case scenario” - Irish Deputy Prime Minister Simon Coveney at the @ibec_irl #Brexit Breakfast Briefing https://t.co/MxIBUhevWP
03.06.19 08:25;jamdodger4;5.12;4.62;RT @Bakehouse2016: Do Brexiters realise that those upon whom they depend for their medical treatment are Remainers? I do not know anyone who works for the #NHS who favours any form of #Brexit. As they trust doctors, perhap Brexiters should ask their doctors why #Brexit is so undesirable. #Newsnight
03.06.19 08:25;KateClewes;4.99;4.60;RT @Franktti19471: @CllrBSilvester @tobytortoise1 We cannot allow this treasonous woman remain as our Prime Minister with the clear evidence of her betrayal with the resurgent German State! She must be removed from all Brexit negotiations forthwith! Our ancestors would not be so reticent about dealing with this dreadful Scandal!
03.06.19 08:25;mickkellygrows;6.38;4.22;RT @GeorgeSmid: #EU funding 6 times bigger for East Midlands than Strong Town Fund after #Brexit. From BBC reality check https://t.co/kclTSTnJ6x
03.06.19 08:25;PascaleExeter;3.66;4.45;RT @BenPBradshaw: Now cancer patients face delays in tests & treatment because of May’s reckless mishandling of #Brexit . #brexitshambles #finalsay #peoplesvote https://t.co/blD4WRAWNb
03.06.19 08:25;PeaWea4;5.25;4.51;RT @paulmackenzie: @PeaWea4 @BeddoeRoger @LeaveEUOfficial @VoteLeaveWest @leaversofdorset @StandUp4Brexit Probably, but I have neither the means nor know how to do that. Something for the established Brexit support groups to take on perhaps.
03.06.19 08:25;Irene48;5.51;5.30;RT @SWAM10056: Brexit: Emmanuel Macron says UK is 'retreating into nationalism' - The Independent......er yes! And the EU advancing into Federalism! https://t.co/1646L0yrDd
03.06.19 08:25;grahambsi;5.85;3.98;"RT @GMB_union: ""No one should be under any illusion - support for the Prime Minister’s bad Brexit deal means swapping strong legal protections on workers’ rights for legally unenforceable tweaks that are not worth the paper they are written on"", says @Tim_Roache, GMB General Secretary"
03.06.19 08:25;LynneKnibb;5.11;5.27;RT @Femi_Sorry: I've heard people argue that it's OK to let UK manufacturing die at the altar of Brexit, because financial services are the main part of our economy anyway. So screw the towns that voted for Brexit because we only need London bankers? https://t.co/ZmV2FxtbLh
03.06.19 08:25;weirenbigog;5.99;3.97;RT @catherinemep: No deal Brexit or any Brexit that means leaving the Customs Union will make manufacturing of cars in the UK untenable. This is the reality of the decision made in 2016. Now more information is available, we should have another vote to check if this is what the country still wants https://t.co/rwNnGIzHSU
03.06.19 08:25;_Max_Baring_;4.83;4.47;"RT @uk_sf_writer: Subtle, or what? This is a pathetic attempt to get people to support Remain -- or the dreadful Withdrawal Agreement -- for fear of worker's rights being reduced after #Brexit. Forgetthe Idea of March; beware #BBCbias. https://t.co/GgBQ5HM7yx"
03.06.19 08:25;Fuck__Brexit;4.54;4.65;RT @PeterStefanovi2: This is heartbreaking. A lonely 73-year-old man with cancer found homeless and living in a doorway in the pouring rain. Under this Government homelessness has soared a staggering 169% since 2010 https://t.co/X553KaXnlD
03.06.19 08:25;HOBBITZOMBIE;6.53;4.70;"RT @BrexitBattalion: Astonishing. This concluded from official transcripts ""The Prime Minister and senior civil servants were working with Germany to stop Brexit or water it down to prevent free trade and the ending of freedom of movement, but to keep cash flowing to the EU"" https://t.co/bNCjI7ovV5"
03.06.19 08:25;tinagwee;5.77;4.39;RT @naomi_long: During the 2015 elections @DUPleader demanded I apologise for saying Brexit threatened the future of aerospace and Bombardier in Belfast. Do we all now receive an apology for the fact that @duponline are pursuing such a damaging policy anf one which is against the wishes of NI? https://t.co/HS61IoSgKu
03.06.19 08:25;Anne_WithAn_E;5.59;4.27;RT @uk_domain_names: I've taken a very candid look at Brexit already on many occasions. Now it's time to turn the spotlight on what revoking Article 50 and staying in the EU would be like in practice. No holds barred.
03.06.19 08:25;stevew2976;5.56;4.24;RT @carmichaelneil_: As foreign secretary I argued against an EU referendum. Now I back one | David Miliband |The Guardian - this is a thoughtful, powerful piece. It points to political and constitutional damage Brexit has already inflicted. We need a ⁦@peoplesvote_uk⁩ https://t.co/BB4qLeZ0u4
03.06.19 08:25;Think_Become;5.17;4.27;RT @SocialistChris: Two ways of finding out how a government sees and prioritises how successful an economy is. One is how the richest have fared the other is a how a government has reducedpoverty overall. Evident which @conservatives view as a priority #ToryEconomicFailure .https://t.co/WdiBywCu7N
03.06.19 08:25;TipTopTipster;4.21;5.68;RT @JackWDart: Is Ian Duncan Smith the biggest liar in Britain? https://t.co/hJfgGrEOkz
03.06.19 08:25;chris_w_tweet;6.12;3.26;One in three UK firms plan for Brexit relocation, IoD says https://t.co/WDwvX9eAyS : ROARNewsArt (https://t.co/mCJBDWyGLg)
03.06.19 08:25;bob_art_dealer;5.81;4.87;RT @StandUp4Brexit: “Parliament has no control over what it gets & is divided over what it wants. So it’s suggested Britain must ask for an extension to sort ourselves out. This would boost the EU’s negotiating strength & encourage it to protract things even more” A Mitchell https://t.co/oyyDRzNNBg
03.06.19 08:25;gnash7;4.88;5.00;RT @_jchr5667_: @DVATW @T0RYMEL Announced the week following a £1.2bn BMW & Jag/L Rover investment? Revealed European countries' investment into UK has doubled since Brexit.
03.06.19 08:25;FoaryoN;5.73;4.09;"RT @IainDale: Nugget from @JGForsyth's excellent Spectator column this week... ""Of the 45 Labour target seats in Egland and Wales, that Labour need to win, 35 voted for Brexit. Of Labour's 20 most vulnerable seats, 16 are Leave constituencies."" Think on that."
03.06.19 08:25;lisassprince;5.11;4.83;RT @Jim_Cornelius: Hi, @tomkeene I'm afraid Ian Duncan Smith is lying to you here. Most people in the UK now want to have a second referendum, and remain in the EU. https://t.co/xZ7TWOYif2
03.06.19 08:25;SusanPickin;5.75;4.09;"Thread by @LennieMerrick1: ""In no particular order, some unanswered Brexit questions. Add your own if you wish. This may become quite a long THREAD: • Who made the £435 […]"" https://t.co/Yak8fFoOaE"
03.06.19 08:25;TerryTmcgookin;4.97;4.24;RT @SWAM10056: There’s Been A Huge Rise In Reported Crimes Against MPs - BuzzFeed UK. Notice how MSM use genuine Brexit protest as a backdrop to the unrelated report on violence against MPs including the murder of Joe Cox. Unacceptable manipulation of media. https://t.co/KGFsz49zN8
03.06.19 08:25;becalmfollowon;4.72;4.80;RT @thetimes: A disorderly no-deal Brexit would be only half as damaging as the Bank of England warned three months ago, Mark Carney has said https://t.co/DCziWyqYsw
03.06.19 08:25;leocullen4;5.67;4.66;RT @bill_macbeth: A real threat and shows that this Corrupt and Dangerous Conservative Party have dropped Safety Standards So it really is Rife from Nuclear Weapons Safety right up to food safetyand as seen by the Grenfell Tower In Building safety standards too,... https://t.co/G61LKQ5hVy
03.06.19 08:25;LiefhebberV;5.34;4.92;RT @countdown2040: UK Under Pressure from US to Adopt Aggressive Anti-bds Posture in Post-brexit Negotiations https://t.co/hFHC76xpsS #GroupPalestine #قروب_فلسطيني https://t.co/KH93hXQrid
03.06.19 08:25;LeeTPrice;5.30;4.15;"RT @IanDunt: Remember when the EU could ""go-whistle"" for its divorce bill? Or when there wasn't going to be a transition? Or when a trade deal would be ready a ""nanosecond"" after leaving? https://t.co/UNcZWykwn3"
